send_time,recv_time,delay
1.10506,1.10611,0.00105254
1.10506,1.10613,0.00106742
1.10614,1.10618,3.6208e-05
1.10819,1.10823,3.6208e-05
1.11024,1.11028,3.6208e-05
1.11229,1.11232,3.6208e-05
1.11434,1.11437,3.6208e-05
1.11638,1.11642,3.6208e-05
1.11843,1.11847,3.6208e-05
1.12048,1.12052,3.6208e-05
1.12253,1.12256,3.6208e-05
1.12458,1.12461,3.6208e-05
1.12662,1.12666,3.6208e-05
1.12867,1.12871,3.6208e-05
1.13072,1.13076,3.6208e-05
1.13277,1.1328,3.6208e-05
1.13482,1.13485,3.6208e-05
1.13686,1.1369,3.6208e-05
1.13891,1.13895,3.6208e-05
1.14096,1.141,3.6208e-05
1.14301,1.14304,3.6208e-05
1.14506,1.14509,3.6208e-05
1.1471,1.14714,3.6208e-05
1.14915,1.14919,3.6208e-05
1.1512,1.15124,3.6208e-05
1.15325,1.15328,3.6208e-05
1.1553,1.15533,3.6208e-05
1.15734,1.15738,3.6208e-05
1.15939,1.15943,3.6208e-05
1.16144,1.16148,3.6208e-05
1.16349,1.16352,3.6208e-05
1.16554,1.16557,3.6208e-05
1.16758,1.16762,3.6208e-05
1.16963,1.16967,3.6208e-05
1.17168,1.17172,3.6208e-05
1.17373,1.17376,3.6208e-05
1.17578,1.17581,3.6208e-05
1.17782,1.17786,3.6208e-05
1.17987,1.17991,3.6208e-05
1.18192,1.18196,3.6208e-05
1.18397,1.184,3.6208e-05
1.18602,1.18605,3.6208e-05
1.18806,1.1881,3.6208e-05
1.19011,1.19015,3.6208e-05
1.19216,1.1922,3.6208e-05
1.19421,1.19424,3.6208e-05
1.19626,1.19629,3.6208e-05
1.1983,1.19834,3.6208e-05
1.20035,1.20039,3.6208e-05
1.2024,1.20244,3.6208e-05
1.20445,1.20448,3.6208e-05
1.2065,1.20653,3.6208e-05
1.20854,1.20858,3.6208e-05
1.21059,1.21063,3.6208e-05
1.21264,1.21268,3.6208e-05
1.21469,1.21472,3.6208e-05
1.21674,1.21677,3.6208e-05
1.21878,1.21882,3.6208e-05
1.22083,1.22087,3.6208e-05
1.22288,1.22292,3.6208e-05
1.22493,1.22496,3.6208e-05
1.22698,1.22701,3.6208e-05
1.22902,1.22906,3.6208e-05
1.23107,1.23111,3.6208e-05
1.23312,1.23316,3.6208e-05
1.23517,1.2352,3.6208e-05
1.23722,1.23725,3.6208e-05
1.23926,1.2393,3.6208e-05
1.24131,1.24135,3.6208e-05
1.24336,1.2434,3.6208e-05
1.24541,1.24544,3.6208e-05
1.24746,1.24749,3.6208e-05
1.2495,1.24954,3.6208e-05
1.25155,1.25159,3.6208e-05
