send_time,recv_time,delay
1.12543,1.12687,0.00143788
1.1448,1.14521,0.000405392
1.1672,1.16761,0.000405392
1.1896,1.19001,0.000405392
1.212,1.21241,0.000405392
1.2344,1.23481,0.000405392
1.2568,1.25721,0.000405392
1.2792,1.27961,0.000405392
1.3016,1.30201,0.000405392
1.324,1.32441,0.000405392
1.3464,1.34681,0.000405392
1.3688,1.36921,0.000405392
1.3912,1.39161,0.000405392
1.4136,1.41401,0.000405392
1.436,1.43641,0.000405392
1.4584,1.45881,0.000405392
1.4808,1.48121,0.000405392
1.5032,1.50361,0.000405392
1.5256,1.52601,0.000405392
1.548,1.54841,0.000405392
1.5704,1.57081,0.000405392
1.5928,1.59321,0.000405392
1.6152,1.61561,0.000405392
1.6376,1.63801,0.000405392
1.66,1.66041,0.000405392
1.6824,1.68281,0.000405392
1.7048,1.70521,0.000405392
1.7272,1.72761,0.000405392
1.7496,1.75001,0.000405392
1.772,1.77241,0.000405392
1.7944,1.79481,0.000405392
1.8168,1.81721,0.000405392
1.8392,1.83961,0.000405392
1.8616,1.86201,0.000405392
1.884,1.88441,0.000405392
1.9064,1.90681,0.000405392
1.9288,1.92921,0.000405392
1.9512,1.95161,0.000405392
1.9736,1.97401,0.000405392
1.996,1.99641,0.000405392
2.0184,2.01881,0.000405392
2.0408,2.04121,0.000405392
2.0632,2.06361,0.000405392
2.0856,2.08601,0.000405392
2.108,2.10841,0.000405392
2.1304,2.13081,0.000405392
2.1528,2.15321,0.000405392
2.1752,2.17561,0.000405392
2.1976,2.19801,0.000405392
2.22,2.22041,0.000405392
2.2424,2.24281,0.000405392
2.2648,2.26521,0.000405392
2.2872,2.28761,0.000405392
2.3096,2.31001,0.000405392
2.332,2.33241,0.000405392
2.3544,2.35481,0.000405392
2.3768,2.37721,0.000405392
2.3992,2.39961,0.000405392
2.4216,2.42201,0.000405392
2.444,2.44441,0.000405392
2.4664,2.46681,0.000405392
2.4888,2.48921,0.000405392
2.5112,2.51161,0.000405392
2.5336,2.53401,0.000405392
2.556,2.55641,0.000405392
2.5784,2.57881,0.000405392
2.6008,2.60121,0.000405392
2.6232,2.62361,0.000405392
2.6456,2.64601,0.000405392
2.668,2.66841,0.000405392
2.6904,2.69081,0.000405392
2.7128,2.71321,0.000405392
2.7352,2.73561,0.000405392
2.7576,2.75801,0.000405392
2.78,2.78041,0.000405392
2.8024,2.80281,0.000405392
2.8248,2.82521,0.000405392
2.8472,2.84761,0.000405392
2.8696,2.87001,0.000405392
2.892,2.89241,0.000405392
2.9144,2.91481,0.000405392
2.9368,2.93721,0.000405392
2.9592,2.95961,0.000405392
2.9816,2.98201,0.000405392
3.004,3.00441,0.000405392
3.0264,3.02681,0.000405392
3.0488,3.04921,0.000405392
3.0712,3.07161,0.000405392
3.0936,3.09401,0.000405392
3.116,3.11641,0.000405392
3.1384,3.13881,0.000405392
3.1608,3.16121,0.000405392
3.1832,3.18361,0.000405392
3.2056,3.20601,0.000405392
3.228,3.22841,0.000405392
3.2504,3.25081,0.000405392
3.2728,3.27321,0.000405392
3.2952,3.29561,0.000405392
3.3176,3.31801,0.000405392
3.34,3.34041,0.000405392
3.3624,3.36281,0.000405392
3.3848,3.38521,0.000405392
3.4072,3.40761,0.000405392
3.4296,3.43001,0.000405392
3.452,3.45241,0.000405392
3.4744,3.47481,0.000405392
3.4968,3.49721,0.000405392
3.5192,3.51961,0.000405392
3.5416,3.54201,0.000405392
3.564,3.56441,0.000405392
3.5864,3.58681,0.000405392
3.6088,3.60921,0.000405392
3.6312,3.63161,0.000405392
3.6536,3.65401,0.000405392
3.676,3.67641,0.000405392
3.6984,3.69881,0.000405392
3.7208,3.72121,0.000405392
3.7432,3.74361,0.000405392
3.7656,3.76601,0.000405392
3.788,3.78841,0.000405392
3.8104,3.81081,0.000405392
3.8328,3.83321,0.000405392
3.8552,3.85561,0.000405392
3.8776,3.87801,0.000405392
3.9,3.90041,0.000405392
3.9224,3.92281,0.000405392
3.9448,3.94521,0.000405392
3.9672,3.96761,0.000405392
3.9896,3.99001,0.000405392
4.012,4.01241,0.000405392
4.0344,4.03481,0.000405392
4.0568,4.05721,0.000405392
4.0792,4.07961,0.000405392
4.1016,4.10201,0.000405392
4.124,4.12441,0.000405392
